idx1,idx2,similarity,nama_1,nama_2
1165,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1165,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1166,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1166,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1166,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1166,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1166,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1167,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1167,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1167,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1167,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1167,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1169,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1169,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1169,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1169,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1169,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1170,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1170,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1170,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1170,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1170,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1171,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1171,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1171,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1171,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1171,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1172,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1172,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1172,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1172,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1172,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1174,2243,0.8346868596438012,Belanja Perjalanan Dinas Biasa - Koordinasi Penyusunan Dokumen Pergeseran/Perubahan DPA-SKPD,Belanja Perjalanan Dinas Biasa - Koordinasi Penyusunan Dokumen DPA-SKPD
1176,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1176,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1176,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1176,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1176,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1177,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1177,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1177,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1177,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1177,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1179,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1179,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1179,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1179,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1179,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1180,1145,1.0,Belanja perjalanan dinas dalam kota,Belanja Perjalanan Dinas Dalam Kota
1180,1147,1.0,Belanja perjalanan dinas dalam kota,Belanja Perjalanan Dinas Dalam Kota
1180,1144,1.0,Belanja perjalanan dinas dalam kota,Belanja Perjalanan Dinas Dalam Kota
1180,1141,1.0,Belanja perjalanan dinas dalam kota,Belanja Perjalanan Dinas Dalam Kota
1180,1148,1.0,Belanja perjalanan dinas dalam kota,Belanja Perjalanan Dinas Dalam Kota
1181,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1181,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1181,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1181,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1181,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1182,1200,1.0,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara
1182,2374,1.0,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara
1184,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1184,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1184,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1184,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1184,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1186,2923,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas II),Belanja Perjalanan Dinas Biasa (Cabang Dinas II)
1186,2475,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas II),Belanja Perjalanan Dinas Biasa (Cabang Dinas II)
1186,1187,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas II),Belanja Perjalanan Dinas Biasa (Cabang Dinas II)
1187,2923,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas II),Belanja Perjalanan Dinas Biasa (Cabang Dinas II)
1187,2475,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas II),Belanja Perjalanan Dinas Biasa (Cabang Dinas II)
1188,2485,1.0,Belanja Perjalanan Dinas Dalam Daerah,BELANJA PERJALANAN DINAS DALAM DAERAH
1188,2472,1.0,Belanja Perjalanan Dinas Dalam Daerah,Belanja Perjalanan Dinas Dalam Daerah
1188,2473,1.0,Belanja Perjalanan Dinas Dalam Daerah,Belanja Perjalanan Dinas Dalam Daerah
1188,2528,0.9863252474478923,Belanja Perjalanan Dinas Dalam Daerah,Belanja Belanja Perjalanan Dinas Dalam Daerah
1189,2580,1.0,Perjalanan Dinas Dalam Daerah,Perjalanan Dinas Dalam Daerah
1189,2533,1.0,Perjalanan Dinas Dalam Daerah,Perjalanan Dinas Dalam Daerah
1189,2609,1.0,Perjalanan Dinas Dalam Daerah,PERJALANAN DINAS DALAM DAERAH
1189,2581,1.0,Perjalanan Dinas Dalam Daerah,Perjalanan Dinas Dalam Daerah
1190,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1190,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1190,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1190,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1190,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1192,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1192,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1192,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1192,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1192,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1193,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1193,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1193,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1193,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1193,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1194,2258,1.0,Belanja Perjalanan Dinas Biasa  (PSD 6) LIGA SEPAKBOLA PELAJAR PIALA GUBERNUR PROVINSI SUMATERA UTARA,Belanja Perjalanan Dinas Biasa  (PSD 6) LIGA SEPAKBOLA PELAJAR PIALA GUBERNUR PROVINSI SUMATERA UTARA
1195,2869,1.0,Belanja Perjalanan Dinas Paket Meeting Luar Kota,Belanja Perjalanan Dinas Paket Meeting Luar Kota
1195,2372,1.0,Belanja Perjalanan Dinas Paket Meeting Luar Kota,Belanja Perjalanan Dinas Paket Meeting Luar Kota
1195,2389,1.0,Belanja Perjalanan Dinas Paket Meeting Luar Kota,Belanja Perjalanan Dinas Paket Meeting Luar Kota
1198,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1198,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1198,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1198,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1198,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1199,1200,0.9147313061026547,Uang Harian Perjalanan Dinas Dalam Negeri - Dalam Kota -  Sumatera Utara,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara
1199,2374,0.9147313061026547,Uang Harian Perjalanan Dinas Dalam Negeri - Dalam Kota -  Sumatera Utara,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara
1199,54,0.9147313061026547,Uang Harian Perjalanan Dinas Dalam Negeri - Dalam Kota -  Sumatera Utara,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara
1200,2374,1.0,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara
1201,2467,1.0,Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon III/ Golongan IV -  Sumatera Utara,Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon III/ Golongan IV -  Sumatera Utara
1201,2468,0.9433142310994571,Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon III/ Golongan IV -  Sumatera Utara,"Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara"
1201,2264,0.9433142310994571,Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon III/ Golongan IV -  Sumatera Utara,"Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara"
1201,2972,0.9433142310994571,Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon III/ Golongan IV -  Sumatera Utara,"Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara"
1202,1904,1.0,,
1202,2606,1.0,,
1203,2607,1.0,Paket,Paket
1203,1905,1.0,Paket,Paket
1204,669,1.0,Belanja Perjalanan Dinas Biasa -  Monitoring dan Evaluasi SPM Bidang Pendidikan; Biaya Transportasi Darat dari Ibukota Provinsi ke Kabupaten/Kota dalam Provinsi,Belanja Perjalanan Dinas Biasa -  Monitoring dan Evaluasi SPM Bidang Pendidikan; Biaya Transportasi Darat dari Ibukota Provinsi ke Kabupaten/Kota dalam Provinsi
1204,668,1.0,Belanja Perjalanan Dinas Biasa -  Monitoring dan Evaluasi SPM Bidang Pendidikan; Biaya Transportasi Darat dari Ibukota Provinsi ke Kabupaten/Kota dalam Provinsi,Belanja Perjalanan Dinas Biasa -  Monitoring dan Evaluasi SPM Bidang Pendidikan; Biaya Transportasi Darat dari Ibukota Provinsi ke Kabupaten/Kota dalam Provinsi
1204,671,1.0,Belanja Perjalanan Dinas Biasa -  Monitoring dan Evaluasi SPM Bidang Pendidikan; Biaya Transportasi Darat dari Ibukota Provinsi ke Kabupaten/Kota dalam Provinsi,Belanja Perjalanan Dinas Biasa -  Monitoring dan Evaluasi SPM Bidang Pendidikan; Biaya Transportasi Darat dari Ibukota Provinsi ke Kabupaten/Kota dalam Provinsi
1204,916,1.0,Belanja Perjalanan Dinas Biasa -  Monitoring dan Evaluasi SPM Bidang Pendidikan; Biaya Transportasi Darat dari Ibukota Provinsi ke Kabupaten/Kota dalam Provinsi,Belanja Perjalanan Dinas Biasa -  Monitoring dan Evaluasi SPM Bidang Pendidikan; Biaya Transportasi Darat dari Ibukota Provinsi ke Kabupaten/Kota dalam Provinsi
1204,1271,1.0,Belanja Perjalanan Dinas Biasa -  Monitoring dan Evaluasi SPM Bidang Pendidikan; Biaya Transportasi Darat dari Ibukota Provinsi ke Kabupaten/Kota dalam Provinsi,Belanja Perjalanan Dinas Biasa -  Monitoring dan Evaluasi SPM Bidang Pendidikan; Biaya Transportasi Darat dari Ibukota Provinsi ke Kabupaten/Kota dalam Provinsi
1205,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1205,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1205,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1205,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1205,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1206,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1206,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1206,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1206,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1206,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1207,1331,0.8824117797358608,Belanja Perjalanan Dinas Biasa (Eselon II Dalam Daerah - Sedang),Belanja Perjalanan Dinas Biasa Eselon II Luar Daerah - Sedang)
1208,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1208,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1208,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1208,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1208,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1209,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1209,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1209,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1209,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1209,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1210,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1210,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1210,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1210,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1210,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1211,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1211,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1211,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1211,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1211,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1212,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1212,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1212,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1212,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1212,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1213,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1213,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1213,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1213,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1213,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1214,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1214,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1214,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1214,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1214,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1218,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1218,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1218,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1218,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1218,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1219,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1219,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1219,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1219,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1219,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1220,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1220,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1220,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1220,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1220,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1221,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1221,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1221,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1221,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1221,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1222,1333,1.0,Belanja Perjalanan Dinas Biasa (UPT Jeneberang),Belanja Perjalanan Dinas Biasa (UPT Jeneberang)
1223,1070,1.0,Belanja Perjalanan Dinas Biasa (UPT Larona),Belanja Perjalanan Dinas Biasa (UPT Larona)
1223,886,1.0,Belanja Perjalanan Dinas Biasa (UPT Larona),Belanja Perjalanan Dinas Biasa (UPT Larona)
1223,1007,1.0,Belanja Perjalanan Dinas Biasa (UPT Larona),Belanja Perjalanan Dinas Biasa (UPT Larona)
1223,885,1.0,Belanja Perjalanan Dinas Biasa (UPT Larona),Belanja Perjalanan Dinas Biasa (UPT Larona)
1223,717,1.0,Belanja Perjalanan Dinas Biasa (UPT Larona),Belanja Perjalanan Dinas Biasa (UPT larona)
1224,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1224,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1224,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1224,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1224,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1225,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1225,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1225,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1225,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1225,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1226,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1226,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1226,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1226,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1226,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1227,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1227,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1227,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1227,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1227,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1228,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1228,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1228,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1228,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1228,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1231,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1231,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1231,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1231,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1231,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1232,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1232,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1232,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1232,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1232,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1233,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1233,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1233,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1233,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1233,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1234,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1234,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1234,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1234,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1234,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1235,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1235,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1235,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1235,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1235,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1236,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1236,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1236,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1236,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1236,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1237,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1237,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1237,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1237,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1237,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1238,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1238,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1238,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
